create_time,bid,bn,campaign_id,cd,custom_track,de,dl,dt,ed,ev,group_id,id,job_id,md,publisher_id,rl,sr,ts,tz,ua,uid,utm_campaign,utm_content,utm_medium,utm_source,utm_term,v,vp
4d29d790-0d61-11ed-aecd-cc710c7e230d,1,Chrome 103,15,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/7f0b19c04a7d1bdd212cd446ea37a6f1e3ecaa4f?param1=336&param2=1,CandidatePortal,,1,,,336,TRUE,1,,1366x768,05:08.9,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-347wwfkr-l632u1zk,,,,,,1,1366x625
6fec8b90-0d63-11ed-a285-354c488a1618,0,Chrome 103,222,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/4ea324b2fc44779ed415e2aa4e436b4a301e321c?param1=1532&param2=1,CandidatePortal,,1,,,1532,TRUE,1,,1366x768,20:26.2,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-5bqarbwn-l633cyss,,,,,,1,1366x625
0ebf8b00-fdd8-11ec-8534-d072b046799c,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/confirm-interview?calendarId=23&availableId=27&jobId=7&publisherIds=,CandidatePortal,,1,,,,TRUE,,,1920x1080,34:53.0,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-2e0m174r-l4nx6s72,,,,html,,1,1206x976
c84ad690-0d61-11ed-aea8-d285fab80dff,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/98?jobId=98&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""98"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,08:34.3,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-347wwfkr-l632u1zk,,,,,,1,1366x625
89b09830-0cb1-11ed-a919-3e7dcde707ae,0,Chrome 103,222,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/94d21a2757ece4af499b705f1b02c08d7caa80b0?param1=1533&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1533"",""publisherId"":""1""}",2,,,1533,TRUE,1,,1366x768,06:59.4,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-n0yirqcz-l61u0uk7,,,,,,1,1366x625
6b0ced30-0189-11ed-bf8d-2e97a9c1878c,,Chrome 103,,24,click,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":81,""publisherId"":0,""userId"":116}",2,,,,TRUE,,,1920x1080,22:03.4,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1455x929
de260920-0c13-11ed-b30a-d16299bfeaa7,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1,,,,TRUE,,,1366x768,18:45.2,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-ys204tj4-l52jby86,,,,,,1,1366x657
019dbd20-fea0-11ec-a7d5-84df3c01d3b9,,Chrome 103,,24,alive,UTF-8,http://150.230.186.232/candidate-portal/job/98?jobId=98&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""98"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,26:13.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
c4915be0-0bff-11ed-9749-c77ac556542a,0,Chrome 103,222,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/e0f53eb2e2e311bf78cd2be749f7673b1799729d?param1=1531&param2=1,CandidatePortal,,1,,,1531,TRUE,1,,1366x768,54:26.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x625
b8d6cf20-0735-11ed-9fa5-5f94bf699022,,Chrome 103,,24,click,UTF-8,http://150.230.186.232/candidate-portal/,CandidatePortal,"{""customEvent"":""click"",""jobId"":2,""publisherId"":0,""userId"":110}",2,,,,TRUE,,,1536x864,38:01.4,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-p23ywm7j-l4wezf4t,,,,,,1,1536x722
65b61590-0cb1-11ed-97eb-f0b53e498660,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1532?jobId=1532&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1532"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,05:59.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-n0yirqcz-l61u0uk7,,,,,,1,1366x625
aa327440-0c00-11ed-baf0-967d65f43416,0,Chrome 103,222,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/601800a53111c9bfeef6bd826664a0bff0958d79?param1=1527&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1527"",""publisherId"":""1""}",2,,,1527,TRUE,1,,1366x768,00:51.8,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x625
e077e8e0-fea0-11ec-b78c-452a1f4754a3,,Chrome 103,,24,alive,UTF-8,http://150.230.186.232/candidate-portal/job/98?jobId=98&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""98"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,32:27.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
39245570-0b38-11ed-bb09-9050cf608018,1,Chrome 103,48,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,,1,34,,188,TRUE,1,,1366x768,06:02.4,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-84pzfc44-l5z5mcft,,,,,,1,1366x625
d9d784b0-018d-11ed-b080-899fc67901e9,,Chrome 103,,24,click,UTF-8,http://localhost:4200/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":193,""publisherId"":0,""userId"":123}",2,,,,TRUE,,http://localhost:4200/candidate-portal/job,1920x1080,53:47.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1,1367x929
ce7fdae0-fea4-11ec-b5b9-3b7f72942581,,Chrome 103,,24,,UTF-8,http://150.230.186.232/candidate-portal/job/19?r=&param1=98&param2=2,CandidatePortal,,1,,,,TRUE,,,1366x768,00:34.8,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
bbf22320-0d7b-11ed-bb86-36be1a62ee77,,Chrome 103,,24,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/job?what=robotic&where=,CandidatePortal,,1,,,,TRUE,,,1536x864,14:20.7,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-cqfv3gyx-l5ufp656,,,,,,1,1920x914
f43eadd0-072b-11ed-9ef0-cf55ae01de76,,Chrome 102,,24,,UTF-8,"http://150.230.186.232/candidate-portal/confirm-interview?calendarId=29&availableId=104&jobId=187&publisherIds=4,1,2,3,5",CandidatePortal,,1,,,,TRUE,,,1920x1080,28:07.7,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-y9qrs3v1-l4p0gh3x,,,,,,1,1920x976
847ed1d0-0890-11ed-a4a6-605bfadab29b,,Chrome 102,,24,,UTF-8,http://fe.test.gotoro.io/candidate-portal/job/1222,CandidatePortal,,1,,,,TRUE,,,1366x768,00:28.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-6wo9pccv-l5ubu7f2,,,,,,1,1366x768
9e9b6a20-0209-11ed-9bc0-aad1bcf4597c,,Chrome 96,,24,,UTF-8,http://150.136.2.86/candidate-portal/profile,CandidatePortal,,1,,,,TRUE,,,1920x1080,39:45.3,-420,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",1-o23lt45w-l516d965,,,,,,1,1920x919
d024ff60-fea4-11ec-bd27-28161fc115c5,,Chrome 103,,24,,UTF-8,http://150.230.186.232/candidate-portal/job/19?r=&param1=98&param2=2,CandidatePortal,,1,,,,TRUE,,,1366x768,00:37.6,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
cbbdec90-0b59-11ed-9178-30cc40a6d314,1,Chrome 103,48,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,,1,34,,188,TRUE,1,,1366x768,06:21.7,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1,1366x625
31d3ed80-0b38-11ed-8fa1-6ca524583db3,1,Chrome 103,48,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2,34,,188,TRUE,1,,1366x768,05:50.3,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-84pzfc44-l5z5mcft,,,,,,1,1366x625
aecb7980-0d62-11ed-a804-621bda860cd0,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1529?jobId=1529&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1529"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,15:02.2,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-5bqarbwn-l633cyss,,,,,,1,1366x625
3e8c0450-0713-11ed-8fce-f2804de3333c,,Chrome 102,,24,,UTF-8,"http://150.230.186.232/candidate-portal/confirm-interview?calendarId=27&availableId=102&jobId=187&publisherIds=4,1,2,3,5",CandidatePortal,,1,,,,TRUE,,,1920x1080,31:14.8,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-y9qrs3v1-l4p0gh3x,,,,,,1,1920x976
4ea60400-00ef-11ed-9f3d-b0167ed2127b,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,58:53.1,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-2e0m174r-l4nx6s72,,,,html,,1,918x976
56aa70c0-07e1-11ed-8c76-40675d6ce9e6,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1,,,,TRUE,,,1920x1080,06:31.9,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-frw2ni0g-l57vers3,,,,,,1,1434x750
2e1251a0-0b38-11ed-96b2-d3ff82b228ec,1,Chrome 103,48,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,,1,34,,188,TRUE,1,,1366x768,05:44.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-84pzfc44-l5z5mcft,,,,,,1,1366x625
c33e4420-0d61-11ed-b888-9133e52bafcf,2,Chrome 103,4,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?param1=98&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""98"",""publisherId"":""1""}",2,,,98,TRUE,1,,1366x768,08:25.8,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-347wwfkr-l632u1zk,,,,,,1,1366x625
9c8b2c10-0caf-11ed-a423-010450ddb126,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/98?jobId=98&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""98"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,53:12.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
7267b7d0-00f9-11ed-b97c-e8ca5ddcab40,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,11:28.2,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-2e0m174r-l4nx6s72,,,,html,,1,918x976
d3a7f680-fea2-11ec-b017-5456e5f3640e,,Chrome 103,,24,alive,UTF-8,http://150.230.186.232/candidate-portal/job/98?jobId=98&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""98"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,46:24.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
34249bd0-0b5a-11ed-ac04-0cee9a781a91,1,Chrome 103,48,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,,1,34,,188,TRUE,1,,1366x768,09:16.8,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1,1366x625
e1415360-0382-11ed-b1ba-f92fac83f766,,Chrome 96,,24,click,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,"{""customEvent"":""click"",""jobId"":41,""publisherId"":0,""userId"":276}",2,,,,TRUE,,http://150.136.2.86/candidate-portal/,1920x1080,40:17.7,-420,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",1-o23lt45w-l516d965,,,,,,1,1920x919
3cf6c1c0-0b5a-11ed-b395-f00a1146d2bf,1,Chrome 103,48,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,,1,34,,188,TRUE,1,,1366x768,09:31.6,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1,1366x625
59b89d20-0078-11ed-ae59-7c745653fb70,,Chrome 103,,24,click,UTF-8,http://localhost:4200/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":191,""publisherId"":0,""userId"":123}",2,,,,TRUE,,,1536x864,47:19.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1,1018x714
13948770-08b4-11ed-82d2-3357b3debaac,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/job,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,15:03.2,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1137x925
c79d5240-06ef-11ed-8be4-d595d514fc5e,,chrome 103,,24,,utf-8,http://localhost:4400/,candidateportal,,1,,,,TRUE,,,1536x864,23:53.4,-420,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/103.0.0.0 safari/537.36",1-go8olnux-l4pv9epe,,,,,,1,1536x722
cc38bfe0-01ab-11ed-ad1d-4e7f9f57d9ae,,Chrome 99,,24,,UTF-8,http://150.136.2.86/candidate-portal/login,CandidatePortal,,1,,,,TRUE,,,1536x864,28:09.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",1-m1rjmp9d-l4zajc12,,,,,,1,1536x696
eb1c41e0-08d4-11ed-91db-608fad54872e,,Chrome 103,,24,,UTF-8,http://localhost:4400/candidate-portal/,CandidatePortal,,1,,,,TRUE,,http://localhost:4400/candidate-portal/job?what=123&where=,1920x1080,10:08.4,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1,1920x944
c12bcf30-0cae-11ed-a2b9-bd2c06266165,1,Chrome 103,93,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/ec972305bf4fd6cdf2b3701dbebc4a5385bd3258?param1=258&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""258"",""publisherId"":""1""}",2,,,258,TRUE,1,,1366x768,47:03.9,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
023ec540-00a7-11ed-8fac-5c1b57aea571,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/profile,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,21:21.3,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-2e0m174r-l4nx6s72,,,,html,,1,1255x976
aea413a0-0357-11ed-bea5-5430bc5c2a9e,,Chrome 103,,30,conversion,UTF-8,http://129.213.68.90/candidate-portal/job,CandidatePortal,"{""customEvent"":""conversion"",""publisherId"":0,""userId"":70}",2,,,,TRUE,,,1440x900,31:04.3,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36",1-nnh028os-l5koj561,,,,,,1,1440x714
81978180-0c8f-11ed-bd32-b5e566dd501c,0,Chrome 103,222,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/2002f89476e56ae92bfede9a4b96a25753e706dc?param1=1534&param2=1,CandidatePortal,,1,,,1534,TRUE,1,,1366x768,03:22.2,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1,1366x625
29e534d0-0b5b-11ed-ba7c-c9f94a3a838a,1,Chrome 103,48,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,,1,34,,188,TRUE,1,,1366x768,16:09.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1,1366x625
d34ce4a0-0c8c-11ed-a893-07bf4da2a326,7,Chrome 103,1,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/fb02a29e989f78b931028b80610ad2c9d40a19ac?param1=440&param2=1,CandidatePortal,,1,,,440,TRUE,1,,1366x768,44:10.8,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t1rkdv65-l61kprlr,,,,,,1,1366x625
f4650d20-0d63-11ed-9c7d-15049b4bec21,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1534?jobId=1534&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1534"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,24:08.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-5bqarbwn-l633cyss,,,,,,1,1366x625
f97405c0-ff5b-11ec-96bf-0f99a1dea770,,Safari 14,,32,click,UTF-8,http://150.136.2.86/candidate-portal/job/4,CandidatePortal,"{""customEvent"":""click"",""jobId"":""4"",""publisherId"":0}",2,,,,TRUE,,,414x896,51:43.2,-420,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",1-gypazi3f-l5dl86px,,,,,,1,414x725
05693bc0-0c90-11ed-b9d1-947efbe57435,1,Chrome 103,48,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2,34,,188,TRUE,1,,1366x768,07:03.4,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-we46wior-l61ljer9,,,,,,1,1366x625
0f55adc0-0c00-11ed-8a8d-7c6b5477cd63,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1530?jobId=1530&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1530"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,56:31.9,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x568
0cd166e0-0c8f-11ed-9a32-0284ed8fac80,0,Chrome 103,222,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/4ea324b2fc44779ed415e2aa4e436b4a301e321c?param1=1532&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1532"",""publisherId"":""1""}",2,,,1532,TRUE,1,,1366x768,00:06.3,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1,1366x625
8ebe7e80-0bd2-11ed-8b2e-4f999f5b385f,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,30:48.2,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1920x976
66b66330-07fe-11ed-b2fd-4a0a23ce9807,,Chrome 103,,24,,UTF-8,http://localhost:4400/candidate-portal/,CandidatePortal,,1,,,,TRUE,,http://localhost:4400/candidate-portal/job,1920x1080,34:34.2,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1,1920x944
4001c500-0d61-11ed-9df0-b9be2e55ea57,1,Chrome 103,15,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/7f0b19c04a7d1bdd212cd446ea37a6f1e3ecaa4f?param1=336&param2=1,CandidatePortal,,1,,,336,TRUE,1,,1366x768,04:46.8,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-347wwfkr-l632u1zk,,,,,,1,1366x625
14d0cf60-ff9d-11ec-8278-f9020a78902e,,Chrome 96,,24,click,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,"{""customEvent"":""click"",""jobId"":89,""publisherId"":0,""userId"":121}",2,,,,TRUE,,,1920x1080,37:46.4,-420,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",1-o23lt45w-l516d965,,,,,,1,1920x919
fbb9e940-0d60-11ed-a462-d273ab3dbd98,1,Chrome 103,93,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/ec972305bf4fd6cdf2b3701dbebc4a5385bd3258?param1=258&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""258"",""publisherId"":""1""}",2,,,258,TRUE,1,,1366x768,02:52.3,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-347wwfkr-l632u1zk,,,,,,1,1366x625
