id,created_by,created_date,last_modified_by,last_modified_date,is_active,campaign_name,budget_total,unit_budget,start_date,end_date,close_date,campaign_status,background_status,pacing_unit,company_id,number_of_pacing,recommend_budget,import_xml_url,bid_set,ats_type,ats_data
204,admin,17:25.5,admin,7/23/2022 9:18,1,I don't know,10000,USD,7/27/2022 0:00,7/31/2022 0:00,,1,1,Daily,1,0,,,,,
205,admin,20:28.3,admin,7/24/2022 2:20,1,Magic Service,12000,USD,7/24/2022 0:00,7/31/2022 0:00,,1,1,Daily,1,0,,,,,
206,admin,37:59.3,admin,37:59.3,1,Magic Service-copy,12000,USD,7/24/2022 0:00,7/31/2022 0:00,,1,1,Daily,1,0,,,,,
207,admin,41:06.8,admin,41:06.8,1,New Campaign test duplicate,120000,USD,7/18/2022 7:13,7/19/2022 7:13,,1,1,Daily,1,0,,,,,
208,admin,42:43.6,admin,42:43.6,1,Campaign 1151-copy,10000,USD,6/9/2022 0:00,6/15/2022 0:00,,1,1,Daily,1,0,,,,,
209,admin,58:40.4,admin,58:40.4,1,Campaign 1700187564-copy,20000,USD,7/18/2022 9:12,7/19/2022 9:12,,3,1,Daily,182,0,,,,,
210,admin,08:17.0,admin,08:17.0,1,New Campaign ats-copy,6000,USD,7/18/2022 8:01,7/19/2022 8:01,,3,1,Daily,3,0,,,,,
211,admin,08:52.6,admin,08:52.6,1,New Campaign dz-copy,2000,USD,7/18/2022 8:15,7/19/2022 8:15,,3,1,Daily,4,0,,,,,
212,admin,55:12.7,admin,55:12.7,1,New Campaign1,1000,USD,7/24/2022 0:00,7/31/2022 0:00,,1,1,Daily,1,0,,,,3,"{""authorUrl"":""https://login-isv.icimsmco.net/oauth/token"",""clientId"":""12066"",""clientSecret"":""IMR4iR2Be17xpw9sACMYTJVRrbZyDZo4"",""customerId"":""2RH9WWjV1CLcfQvomASsE2mM5AhYfAmR19T6iB8YAbE0HvfEzj912EhiOa2mayg6"",""apiUrl"":""https://api.icims.com/customers/12066/people""}"
213,admin,55:21.6,admin,55:21.6,1,Campaign 1455,1000000,USD,7/24/2022 7:54,7/25/2022 7:54,,3,1,Daily,1,0,,,,,
214,admin,01:38.9,admin,01:38.9,1,Campaign 1501,200000,USD,7/24/2022 8:01,7/25/2022 8:01,,3,1,Daily,40,0,,,,,
215,admin,22:25.0,admin,22:25.0,1,CP1,100,USD,7/24/2022 0:00,7/31/2022 0:00,,3,1,Daily,251,0,,,,,
216,admin,30:13.2,admin,30:13.2,1,CK01,1111,USD,7/24/2022 13:20,7/25/2022 13:20,,3,1,Daily,251,0,,,,,
217,admin,49:57.7,admin,49:57.7,1,New Campaign1,111,USD,7/24/2022 13:48,7/25/2022 13:48,,1,1,Daily,253,0,,,,,
218,admin,58:35.1,admin,58:35.1,1,K01,111,USD,7/24/2022 13:48,7/25/2022 13:48,,3,1,Daily,4,0,,,,,
219,admin,38:35.9,admin,7/24/2022 17:28,1,New Campaign create bt lta 1033,12000,USD,7/24/2022 0:00,7/30/2022 0:00,,1,1,Daily,3,4,,,,3,"{""authorUrl"":""https://www.figma.com/file/UKFhrNomAEjnzKY5fa5pBh/%5BGotoro%5D-Admin"",""clientId"":""clientidicms"",""clientSecret"":""camdoi"",""customerId"":""123456"",""apiUrl"":""https://insight.fsoft.com.vn/jira9/browse/FUSIONRL-1753?filter=-1""}"
220,admin,58:00.7,admin,58:00.7,1,New Campaign condition create bt lta 725 157,120000,USD,7/25/2022 6:54,7/26/2022 6:54,,1,1,Daily,40,0,,,,,
221,myuser,59:00.8,user1141,7/26/2022 9:21,1,Su only 1-copy,100000,USD,7/25/2022 6:57,7/26/2022 6:57,,1,1,Daily,1,0,,https://raw.githubusercontent.com/vansuphan/react-app/master/test-xml-only-su.xml,,,
222,myuser,59:11.2,myuser,59:11.2,1,Tien draft,500,USD,7/25/2022 7:21,7/26/2022 7:21,,1,1,Daily,1,0,,,,,
223,admin,52:40.9,admin,7/25/2022 10:18,1,Campaign 1652257,1000000,USD,7/25/2022 9:50,7/26/2022 9:50,,1,1,Daily,40,0,,https://raw.githubusercontent.com/fantruyent/job/main/job2.xml,,,
224,admin,01:17.2,admin,01:17.2,1,New Campaign create by lta  726 1100,12000,USD,7/26/2022 0:00,7/30/2022 0:00,,1,1,Daily,1,0,,,,,
225,admin,04:22.1,admin,7/26/2022 4:04,1,New Campaign test 726 1104 lta 123,12000,USD,7/27/2022 0:00,7/30/2022 0:00,,1,1,Daily,40,0,,,,,
226,user1141,28:29.4,user1141,28:29.4,1,Su only 1-copy-copy,100000,USD,7/25/2022 6:57,7/26/2022 6:57,,1,1,Daily,1,0,,,,,
227,admin,33:58.8,admin,33:58.8,1,New Campaignádfsafasdf-copy,12545,USD,6/11/2022 6:09,6/12/2022 6:09,,1,1,Daily,3,0,,,,,
228,admin,41:57.1,admin,41:57.1,1,New Campaignádfsafasdf-copy-copy,12545,USD,6/11/2022 6:09,6/12/2022 6:09,,1,1,Daily,3,0,,,,,
229,user1141,43:19.2,user1141,43:19.2,1,New Campaign1-copy,1000,USD,7/24/2022 0:00,7/31/2022 0:00,,1,1,Daily,1,0,,,,3,"{""authorUrl"":""https://login-isv.icimsmco.net/oauth/token"",""clientId"":""12066"",""clientSecret"":""IMR4iR2Be17xpw9sACMYTJVRrbZyDZo4"",""customerId"":""2RH9WWjV1CLcfQvomASsE2mM5AhYfAmR19T6iB8YAbE0HvfEzj912EhiOa2mayg6"",""apiUrl"":""https://api.icims.com/customers/12066/people""}"
230,user1141,38:37.2,user1141,38:37.2,1,New Campaign1-copy-copy,1000,USD,7/24/2022 0:00,7/31/2022 0:00,,1,1,Daily,1,0,,,,3,"{""authorUrl"":""https://login-isv.icimsmco.net/oauth/token"",""clientId"":""12066"",""clientSecret"":""IMR4iR2Be17xpw9sACMYTJVRrbZyDZo4"",""customerId"":""2RH9WWjV1CLcfQvomASsE2mM5AhYfAmR19T6iB8YAbE0HvfEzj912EhiOa2mayg6"",""apiUrl"":""https://api.icims.com/customers/12066/people""}"
231,Self_Client_Dev_2,55:46.2,Self_Client_Dev_2,55:46.2,1,Campaign_N_27071755,5000,USD,7/27/2022 0:00,8/3/2022 0:00,,1,1,Daily,2,5,,,,,
232,Self_Client_Dev,57:35.4,Self_Client_Dev,57:35.4,1,Campaign_N_27071756,1000,USD,7/27/2022 0:00,8/3/2022 0:00,,1,1,Daily,2,5,,,,,
233,user1141,47:36.0,user1141,7/27/2022 14:47,1,Campaign 2147,100000,USD,7/27/2022 14:38,7/28/2022 14:38,,1,1,Daily,1,0,,,,,
